year,Base case cost,Modeled residential energy efficiency
2017,47806.6539781,43074.9078422
2018,54599.4995204,48738.9439287
2019,69023.0195629,61531.961424
2020,73828.9542818,65585.3565058
2021,77299.9071344,68512.8085093
2022,79969.8708671,70764.6946658
2023,81838.84548,72341.0149754
2024,83173.8273464,73466.9580537
2025,85042.8019593,75043.2783633
2026,87178.7729455,76844.7872885
2027,89047.7475584,78421.1075981
2028,90382.7294248,79547.0506763
2029,92518.700411,81348.5596016
2030,93853.6822774,82474.5026798
2031,95989.6532636,84276.011605
2032,98392.620623,86302.7091459
2033,100528.591609,88104.2180712
2034,102931.558969,90130.915612
2035,104533.537208,91482.047306
2036,106936.504568,93508.7448468
