year,Base case cost,Modeled water and wastewater efficiency
2017,443.916105519,1015.35538642
2018,5332.25662451,4428.42528029
2019,12393.5082969,9358.6297206
2020,15652.6447281,11634.134354
2021,18006.5801437,13277.6302017
2022,19817.3786949,14541.8690605
2023,21085.0127099,15426.8799988
2024,21990.5301541,16059.0476202
2025,23258.2839215,16944.1476787
2026,24707.2183589,17955.7446472
2027,25975.0767143,18840.9324978
2028,26880.7353527,19473.2362569
2029,28330.2992593,20485.1323584
2030,29236.437587,21117.6671491
2031,30685.8755841,22129.6072151
