year,Base case cost,Modeled biomass for heat (cordwood)
2017,285139.520437,338115.015134
2018,307068.380437,354329.517043
2019,338743.400437,377750.464245
2020,353362.640437,388560.132184
2021,363920.980437,396367.114585
2022,372042.780437,402372.485662
2023,377728.040437,406576.245417
2024,381788.940437,409578.930955
2025,387474.200437,413782.690709
2026,393971.640437,418586.987571
2027,399656.900437,422790.747326
2028,403717.800437,425793.432864
2029,410215.240437,430597.729726
2030,414276.140437,433600.415265
2031,420773.580437,438404.712127
2032,,
2033,,
2034,,
2035,,
2036,,
