year,Base case cost,Modeled non-residential energy efficiency
2017,268342.981712,248392.543498
2018,284624.963519,261960.061694
2019,307962.470774,281663.233401
2020,318817.125312,290547.141757
2021,326958.116215,297088.789904
2022,332385.443484,301287.883785
2023,336727.305299,304557.020272
2024,339983.70166,306895.918928
2025,344325.563475,310188.151284
2026,349210.158017,313962.488546
2027,353009.287105,316805.785489
2028,356808.416194,319659.709759
2029,361150.278009,322994.973619
2030,363863.941643,324927.488446
2031,369291.268912,329224.707476
