year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,26668.8960653,19734.9830883
2018,26668.8960653,19734.9830883
2019,26668.8960653,19734.9830883
2020,26668.8960653,19734.9830883
2021,26668.8960653,19734.9830883
2022,26668.8960653,19734.9830883
2023,26668.8960653,19734.9830883
2024,26668.8960653,19734.9830883
2025,26668.8960653,19734.9830883
2026,26668.8960653,19734.9830883
2027,26668.8960653,19734.9830883
2028,26668.8960653,19734.9830883
2029,26668.8960653,19734.9830883
2030,26668.8960653,19734.9830883
2031,26668.8960653,19734.9830883
