year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,35525.0,28575.4775622
2018,35525.0,28575.4775622
2019,35525.0,28575.4775622
2020,35525.0,28575.4775622
2021,34502.0,27552.4775622
2022,34502.0,27552.4775622
2023,34502.0,27552.4775622
2024,34502.0,27552.4775622
2025,34502.0,27552.4775622
2026,33480.0,26530.4775622
2027,33480.0,26530.4775622
2028,33480.0,26530.4775622
2029,33480.0,26530.4775622
2030,32457.0,25507.4775622
2031,32457.0,25507.4775622
2032,32457.0,25507.4775622
2033,32457.0,25507.4775622
2034,32457.0,25507.4775622
2035,31435.0,24485.4775622
2036,31435.0,24485.4775622
