year,Base case cost,Modeled biomass for heat (cordwood)
2017,132536.392703,147745.400927
2018,143193.892703,155968.299686
2019,158469.642703,167914.207665
2020,165574.642703,173295.760821
2021,165981.952288,172334.917083
2022,169432.152288,174772.074061
2023,172192.312288,176665.63674
2024,174262.432288,178015.430386
2025,177022.592288,179923.383469
2026,174792.122665,176778.15495
2027,177135.722665,178352.767013
2028,179479.322665,179934.000672
2029,182157.722665,181787.005506
2030,178214.64225,177233.330446
2031,181460.34225,179527.126517
2032,184381.47225,181571.870117
2033,187627.17225,183877.569651
2034,190872.87225,186189.012504
2035,186748.802628,181414.275338
2036,189892.302628,183634.604152
