year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,99496.11,56406.27,0.0,168846.87,24898.66
2018,0.0,107496.78,59063.03,0.0,177128.19,26119.84
2019,0.0,118964.4,62871.04,0.0,188998.07,27870.21
2020,0.0,124298.18,64642.21,0.0,194518.94,28684.34
2021,0.0,128298.52,58353.26,0.0,198659.6,25633.06
2022,0.0,130965.41,59136.59,0.0,201420.04,25989.24
2023,0.0,133098.92,59763.25,0.0,203628.39,26274.19
2024,0.0,134699.05,60233.25,0.0,205284.65,26487.89
2025,0.0,136832.56,60859.91,0.0,207493.0,26772.84
2026,0.0,139232.76,53528.34,0.0,209977.39,23222.91
2027,0.0,141099.59,54005.09,0.0,211909.7,23436.62
2028,0.0,142966.41,54481.84,0.0,213842.01,23650.33
2029,0.0,145099.92,55026.7,0.0,216050.36,23894.57
2030,0.0,146433.37,47054.58,0.0,217430.58,20039.35
2031,0.0,149100.26,47633.41,0.0,220191.01,20293.76
2032,0.0,151500.46,48154.34,0.0,222675.41,20522.73
2033,0.0,154167.35,48733.17,0.0,225435.84,20777.15
2034,0.0,156834.24,49311.99,0.0,228196.28,21031.56
2035,0.0,158434.37,40886.48,0.0,229852.54,16947.37
2036,0.0,161101.26,41363.04,0.0,232612.98,17150.9
2037,0.0,162968.08,41696.64,0.0,234545.29,17293.37
2038,0.0,165634.97,42173.21,0.0,237305.73,17496.9
2039,0.0,167768.48,33423.77,0.0,239514.08,13244.79
2040,0.0,170702.06,33835.51,0.0,242550.56,13412.71
