year,Base case diesel consumed,Modeled non-residential ashp
2017,49948.8369038,39456.7113886
2018,49948.8369038,39456.7113886
2019,47769.1501613,37277.024646
2020,47769.1501613,37277.024646
2021,47769.1501613,37277.024646
2022,45589.4634187,35097.3379035
2023,45589.4634187,35097.3379035
2024,45589.4634187,35097.3379035
2025,43409.7766762,32917.6511609
2026,43409.7766762,32917.6511609
2027,43409.7766762,32917.6511609
2028,41230.0899337,30737.9644184
2029,41230.0899337,30737.9644184
2030,41230.0899337,30737.9644184
2031,39050.4031911,28558.2776759
