year,Base case diesel consumed,Modeled residential energy efficiency
2017,35927.2971118,27566.4734377
2018,35927.2971118,27566.4734377
2019,34359.487768,25998.6640939
2020,34359.487768,25998.6640939
2021,34359.487768,25998.6640939
2022,32791.6784242,24430.8547501
2023,32791.6784242,24430.8547501
2024,32791.6784242,24430.8547501
2025,31223.8690804,22863.0454063
2026,31223.8690804,22863.0454063
2027,31223.8690804,22863.0454063
2028,29656.0597366,21295.2360625
2029,29656.0597366,21295.2360625
2030,29656.0597366,21295.2360625
2031,28088.2503928,19727.4267187
2032,28088.2503928,19727.4267187
2033,28088.2503928,19727.4267187
2034,28088.2503928,19727.4267187
2035,26520.441049,18159.6173749
2036,26520.441049,18159.6173749
