year,Base case cost,Modeled residential energy efficiency
2017,1549009.80424,1452634.7791
2018,1645784.06081,1532811.26043
2019,1767632.00374,1632917.80411
2020,1835313.80886,1688282.59192
2021,1866608.60608,1710959.69134
2022,1890338.37365,1727168.06577
2023,1899643.08849,1731087.06011
2024,1908683.42588,1734794.73258
2025,1917459.3858,1738289.83967
2026,1920586.25291,1735145.77984
2027,1932043.15489,1740901.50267
2028,1939827.69931,1743553.45766
2029,1938004.38447,1736124.34027
2030,1929012.60618,1722613.44968
2031,1929275.3841,1716841.04733
2032,1941981.18352,1723555.55305
2033,1957522.14519,1732627.74304
2034,1972666.54067,1741345.2203
2035,1977983.56209,1741837.20385
2036,1978525.85342,1736033.3641
