year,Base case cost,Modeled non-residential energy efficiency
2017,2276602.52513,2112761.72863
2018,2401835.54106,2221721.48408
2019,2573451.15549,2372913.28344
2020,2661578.09263,2448397.50336
2021,2717237.21082,2494503.98269
2022,2763619.80932,2532290.40466
2023,2791449.36841,2553330.25962
2024,2819278.92751,2574469.31053
2025,2847108.48661,2595705.23248
2026,2884214.5654,2625459.82688
2027,2916682.38435,2651094.76882
2028,2944511.94344,2672607.89303
2029,2976979.76239,2698421.15684
2030,3000171.06164,2715896.38761
2031,3037277.14043,2746091.74834
