year,Base case cost,Modeled non-residential energy efficiency
2017,1346800.89756,1125174.9111
2018,1399406.80549,1167909.6213
2019,1470310.42053,1225508.57854
2020,1504618.62135,1253379.04172
2021,1527490.75523,1271959.3505
2022,1545788.46234,1286823.59753
2023,1557224.52928,1296113.75192
2024,1566373.38283,1303545.87544
2025,1577809.44978,1312836.02983
2026,1593819.94349,1325842.24598
2027,1605256.01044,1335132.40037
2028,1614404.86399,1342564.52389
2029,1628128.14432,1353712.70916
2030,1637276.99787,1361144.83267
2031,1651000.2782,1372293.01795
