year,Base case diesel consumed,Modeled non-residential ashp
2017,27417.7087001,8322.36582891
2018,27417.7087001,8322.36582891
2019,27417.7087001,8322.36582891
2020,26206.6825583,7111.33968718
2021,26206.6825583,7111.33968718
2022,26206.6825583,7111.33968718
2023,26206.6825583,7111.33968718
2024,24995.6564166,5900.31354545
2025,24995.6564166,5900.31354545
2026,24995.6564166,5900.31354545
2027,24995.6564166,5900.31354545
2028,23784.6302749,4689.28740371
2029,23784.6302749,4689.28740371
2030,22573.6041331,3478.26126198
2031,22573.6041331,3478.26126198
