year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,63651.1427765,47101.8456546
2018,63651.1427765,47101.8456546
2019,63651.1427765,47101.8456546
2020,63651.1427765,47101.8456546
2021,63651.1427765,47101.8456546
2022,63651.1427765,47101.8456546
2023,63651.1427765,47101.8456546
2024,63651.1427765,47101.8456546
2025,63651.1427765,47101.8456546
2026,63651.1427765,47101.8456546
2027,63651.1427765,47101.8456546
2028,63651.1427765,47101.8456546
2029,63651.1427765,47101.8456546
2030,63651.1427765,47101.8456546
2031,63651.1427765,47101.8456546
