year,Base case cost,Modeled water and wastewater efficiency
2017,56040.4625246,43883.8631322
2018,59223.4986526,45941.3584784
2019,63703.4814824,48876.6020395
2020,65803.1764349,50206.8018877
2021,67325.168973,51148.9719589
2022,68415.4610253,51801.7033405
2023,69214.3450037,52259.5472004
2024,69869.6511563,52622.3850461
2025,70596.0712263,53035.0720654
2026,71539.9277481,53596.4202644
2027,72338.698399,54061.5663721
2028,72994.7307854,54432.1259047
2029,73938.1411455,54998.3749071
2030,74450.4290896,55275.2551829
2031,75394.9209666,55845.542625
