year,Base case cost,Modeled diesel efficiency
2019,32014.5547949,179647.552052
2020,34235.660271,178138.377646
2021,35844.0469952,176154.882157
2022,36992.8946553,173834.381661
2023,37269.4763472,170799.777129
2024,37948.4749041,168208.02272
2025,38702.9177452,165760.065573
2026,39683.6934385,163591.314339
2027,40513.5805637,161357.118992
2028,40567.1034135,158487.184133
2029,41532.9868281,156515.072486
2030,42053.0778975,154204.496347
2031,43018.9613121,152364.421569
2032,44059.1434509,150655.597761
2033,44403.9707284,148376.84668
2034,45428.1150286,146776.411951
2035,46086.4935073,144902.794269
2036,47183.7909717,143486.13471
2037,47092.9732737,141045.953343
2038,48173.0873397,139725.512116
