year,Base case cost,Modeled residential energy efficiency
2017,117472.977787,119696.659232
2018,128611.124549,130584.054405
2019,135999.893444,137657.072903
2020,139455.930508,140922.246206
2021,141958.578037,143265.765504
2022,143746.183415,144918.484303
2023,145057.094025,146111.257176
2024,146129.657252,147074.939738
2025,147321.39417,148155.838133
2026,148870.652165,149584.809988
2027,150181.562775,150784.567314
2028,151254.126002,151755.070631
2029,152803.383996,153188.978456
2030,153637.599839,153931.758017
2031,155186.857833,155368.76669
2032,164766.362466,164833.793956
2033,166535.263764,166489.678951
2034,168304.165061,168146.99077
2035,169441.315895,169192.566407
2036,171336.567285,170975.258245
