year,Base case cost,Modeled non-residential energy efficiency
2017,276419.604702,279440.405034
2018,292835.454937,293797.461922
2019,315966.880268,314495.891696
2020,326786.417923,323639.733816
2021,334621.255535,330000.646111
2022,340217.568115,334279.84077
2023,344321.530674,337178.54328
2024,347679.318222,339397.992094
2025,351410.193275,341990.327868
2026,356260.330845,345656.814097
2027,360364.293404,348642.499651
2028,363722.080952,350946.892846
2029,368572.218521,354674.850707
2030,371183.831058,356317.009025
2031,376033.968628,360083.584256
