year,Base case diesel consumed,Modeled diesel efficiency
2019,7658.98440068,6962.71309153
2020,7658.98440068,6962.71309153
2021,7658.98440068,6962.71309153
2022,7658.98440068,6962.71309153
2023,7544.42841036,6858.57128215
2024,7544.42841036,6858.57128215
2025,7544.42841036,6858.57128215
2026,7544.42841036,6858.57128215
2027,7544.42841036,6858.57128215
2028,7429.87242005,6754.42947277
2029,7429.87242005,6754.42947277
2030,7429.87242005,6754.42947277
2031,7429.87242005,6754.42947277
2032,7429.87242005,6754.42947277
2033,7315.31642973,6650.28766339
2034,7315.31642973,6650.28766339
2035,7315.31642973,6650.28766339
2036,7315.31642973,6650.28766339
2037,7200.76043941,6546.14585401
2038,7200.76043941,6546.14585401
