year,Base case diesel consumed,Modeled residential ashp
2017,6980.81912305,495.551968546
2018,7541.84952099,1056.58236649
2019,7541.84952099,1056.58236649
2020,7541.84952099,1056.58236649
2021,7541.84952099,1056.58236649
2022,7541.84952099,1056.58236649
2023,7541.84952099,1056.58236649
2024,7541.84952099,1056.58236649
2025,7541.84952099,1056.58236649
2026,7541.84952099,1056.58236649
2027,7541.84952099,1056.58236649
2028,7541.84952099,1056.58236649
2029,7541.84952099,1056.58236649
2030,7541.84952099,1056.58236649
2031,7541.84952099,1056.58236649
