year,Base case diesel consumed,Modeled residential energy efficiency
2017,6485.26714802,6112.84916364
2018,7006.47131399,6634.05332961
2019,7006.47131399,6634.05332961
2020,7006.47131399,6634.05332961
2021,7006.47131399,6634.05332961
2022,7006.47131399,6634.05332961
2023,7006.47131399,6634.05332961
2024,7006.47131399,6634.05332961
2025,7006.47131399,6634.05332961
2026,7006.47131399,6634.05332961
2027,7006.47131399,6634.05332961
2028,7006.47131399,6634.05332961
2029,7006.47131399,6634.05332961
2030,7006.47131399,6634.05332961
2031,7006.47131399,6634.05332961
2032,7527.67547996,7155.25749558
2033,7527.67547996,7155.25749558
2034,7527.67547996,7155.25749558
2035,7527.67547996,7155.25749558
2036,7527.67547996,7155.25749558
