year,population
2003,89.0
2004,86.0
2005,82.0
2006,66.0
2007,67.0
2008,66.0
2009,63.0
2010,61.0
2011,61.0
2012,61.0
2013,61.0
2014,61.0
2015,62.0
2016,62.0
2017,62.0
2018,63.0
2019,63.0
2020,63.0
2021,63.0
2022,63.0
2023,64.0
2024,64.0
2025,64.0
2026,64.0
2027,64.0
2028,64.0
2029,64.0
2030,65.0
2031,65.0
2032,65.0
2033,65.0
2034,65.0
2035,65.0
2036,66.0
2037,66.0
2038,66.0
2039,66.0
2040,67.0
