year,Base case cost,Modeled wind power
2019,32014.5547949,
2020,34235.660271,
2021,35844.0469952,
2022,36992.8946553,
2023,37269.4763472,
2024,37948.4749041,
2025,38702.9177452,
2026,39683.6934385,
2027,40513.5805637,
2028,40567.1034135,
2029,41532.9868281,
2030,42053.0778975,
2031,43018.9613121,
2032,44059.1434509,
2033,44403.9707284,
2034,45428.1150286,
2035,46086.4935073,
2036,47183.7909717,
2037,47092.9732737,
2038,48173.0873397,
