year,Base case cost,Modeled wind power
2019,253078.145319,
2020,273305.567275,
2021,288614.717785,
2022,301263.693023,
2023,311247.613477,
2024,320314.635668,
2025,334695.110936,
2026,347709.610432,
2027,358843.051345,
2028,368955.538307,
2029,381671.088854,
2030,391621.289095,
2031,405637.530032,
2032,420242.656869,
2033,435098.283539,
2034,450934.392043,
2035,462629.231303,
2036,478951.506406,
2037,491761.269304,
2038,507810.845503,
