year,Base case diesel consumed,Modeled residential ashp
2017,103045.949382,14073.4052118
2018,104297.953637,15325.4094671
2019,106801.962148,17829.4179775
2020,108053.966403,19081.4222328
2021,109305.970658,20333.426488
2022,110557.974914,21585.4307432
2023,111809.979169,22837.4349984
2024,113061.983424,24089.4392537
2025,116817.99619,27845.4520194
2026,118070.000445,29097.4562746
2027,119322.0047,30349.4605298
2028,120574.008955,31601.464785
2029,123078.017466,34105.4732955
2030,124330.021721,35357.4775507
2031,125582.025976,36609.481806
