year,Base case diesel consumed,Modeled diesel efficiency
2019,76228.3570237,69298.5063851
2020,77643.6270667,70585.1155152
2021,78856.4802692,71687.7093357
2022,80123.3226124,72839.3841931
2023,81265.6954247,73877.9049316
2024,82343.0940019,74857.3581836
2025,84518.9674082,76835.4249165
2026,85854.224798,78049.2952709
2027,87097.8279963,79179.843633
2028,88266.875193,80242.6138118
2029,89594.1523132,81449.2293756
2030,91074.7183941,82795.1985401
2031,92400.3485267,84000.3168424
2032,93804.1644797,85276.5131634
2033,95207.5018685,86552.2744259
2034,96767.036919,87970.0335627
2035,98014.667649,89104.2433173
2036,99574.117756,90521.9252327
2037,100977.673368,91797.8848803
2038,102381.218851,93073.8353195
