year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20660.84,546417.72,487739.31,20298.01,241247.72,327167.61
2018,21774.11,580567.75,520681.39,21035.19,248252.87,339936.25
2019,23300.1,628377.78,571912.57,22079.18,258060.08,360160.89
2020,23943.31,651144.47,597276.24,22636.2,262730.18,370137.94
2021,24297.74,667081.15,617409.65,23097.16,265999.25,378245.72
2022,24469.81,678464.49,634027.4,23486.19,268334.3,385099.14
2023,24560.33,686432.83,647965.16,23779.59,269968.83,390999.48
2024,24600.06,693262.83,661078.06,24058.54,271369.86,396601.59
2025,24461.8,701231.17,690100.08,24521.72,273004.4,409773.96
2026,24573.78,711476.18,706671.29,24894.73,275105.94,416550.51
2027,24591.04,719444.52,721376.57,25235.31,276740.48,422669.14
2028,24607.71,726274.52,735192.13,25524.27,278141.51,428471.09
2029,24649.75,735381.2,758961.66,25892.74,280009.55,438722.25
2030,24506.09,739934.53,770976.14,26197.55,280943.57,443884.72
2031,24567.5,750179.54,788498.65,26597.1,283045.11,450931.83
2032,,,814174.05,,,461788.65
2033,,,832183.02,,,468974.11
2034,,,858539.46,,,480024.62
2035,,,873587.37,,,486177.06
2036,,,900559.99,,,497402.82
