year,Base case cost,Modeled water and wastewater efficiency
2017,40958.8422318,53977.9671722
2018,42809.2919026,54660.9246561
2019,45379.2798682,55856.1750223
2020,46579.5102371,56125.9707922
2021,47394.8987543,56149.2797575
2022,47955.9957118,56013.0627731
2023,48339.9228135,55764.7747455
2024,48658.6010753,55484.9859598
2025,48983.5169372,55239.7399634
2026,49468.514677,55101.3143807
2027,49826.3549453,54888.5005543
2028,50131.9859897,54647.8261655
2029,50542.4950585,54494.2475902
2030,50703.639099,54182.9324301
2031,51164.6072877,54086.44347
