year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6035.46179652,3923.05016774
2018,6034.91629014,3922.69558859
2019,6033.51136154,3921.782385
2020,6031.92369776,3920.75040354
2021,6028.80370358,3918.72240733
2022,6024.73008544,3916.07455554
2023,6019.72011816,3912.8180768
2024,6013.96274505,3909.07578428
2025,6007.73571282,3905.02821333
2026,6002.00911049,3901.30592182
2027,5995.32591508,3896.9618448
2028,5988.57011145,3892.57057244
2029,5981.28418682,3887.83472144
2030,5974.73379158,3883.57696453
2031,5967.9631424,3879.17604256
