year,Base case cost,Modeled diesel efficiency
2019,958965.799109,1155978.47902
2020,1025892.25334,1216820.71014
2021,1074088.5337,1260635.51047
2022,1108941.62144,1292320.13568
2023,1134633.92247,1315676.77298
2024,1155750.25222,1334873.43639
2025,1179181.10011,1356174.2072
2026,1209528.08548,1383762.37572
2027,1235297.33075,1407188.96233
2028,1256483.52941,1426449.14293
2029,1286894.19277,1454095.20053
2030,1303509.72666,1469200.23134
2031,1334473.15037,1497348.79835
2032,1367264.66311,1527159.26448
2033,1399544.09867,1556504.20589
2034,1432921.97959,1586847.734
2035,1454246.14723,1606233.34095
2036,1489441.50418,1638229.11999
2037,1510802.81732,1657648.49557
2038,1546045.93276,1689687.69143
