year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,23172.95,446295.95,261154.31,51109.18,1343759.81,288043.52
2018,25826.22,497441.14,289641.68,53614.67,1409766.1,302192.39
2019,29560.99,569509.35,329782.98,57138.1,1502774.97,322129.43
2020,31302.47,603218.68,348558.75,58776.16,1546279.12,331454.83
2021,32552.32,627628.88,353182.3,59941.48,1577782.12,330855.35
2022,33434.04,645064.74,362653.29,60753.78,1600284.26,335573.98
2023,34068.4,657851.04,369598.68,61327.34,1616785.84,339034.3
2024,34577.08,668312.55,375281.28,61778.16,1630287.12,341865.47
2025,35142.05,679936.46,371900.73,62279.7,1645288.55,337344.3
2026,35888.81,695047.53,379900.39,62955.64,1664790.41,341342.89
2027,36508.34,707833.83,386669.33,63506.27,1681291.99,344726.32
2028,37006.17,718295.35,381983.67,63941.46,1694793.27,339596.97
2029,37738.71,733406.42,389774.8,64595.64,1714295.13,343504.69
2030,38115.61,741543.16,393970.02,64917.53,1724796.13,345608.85
2031,38848.26,756654.23,391007.91,65574.4,1744297.99,341388.27
2032,,,399173.78,,,345498.71
2033,,,407339.66,,,349609.16
2034,,,404078.57,,,345297.7
2035,,,409183.69,,,347877.22
2036,,,417692.23,,,352176.4
