year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,209799.09,2809.82,717258.03,211734.04
2018,212282.98,2829.6,717258.03,216058.09
2019,214530.87,2846.19,717258.03,219301.13
2020,216689.04,2864.63,717258.03,222544.17
2021,218838.65,2881.77,717258.03,225787.21
2022,220999.37,2898.58,717258.03,227949.23
2023,222738.92,2912.77,717258.03,231192.27
2024,224510.48,2926.61,717258.03,233354.3
2025,226499.11,2942.77,717258.03,236597.34
2026,228847.0,2961.36,717258.03,239840.38
2027,231863.3,2985.92,717258.03,244164.43
2028,234216.21,3004.46,717258.03,247407.47
2029,236935.62,3026.02,717258.03,251731.52
2030,239656.33,3047.96,717258.03,254974.56
2031,241935.42,3065.88,717258.03,258217.6
2032,244287.93,,,262541.65
2033,246640.67,,,265784.69
2034,248772.73,,,269027.73
2035,250904.8,,,271189.75
2036,252963.38,,,274432.79
