year,Base case cost,Modeled diesel efficiency
2019,587814.579689,858265.276124
2020,628398.216696,895159.491585
2021,660892.722316,924699.95124
2022,685098.03304,946704.779171
2023,703854.978511,963756.547781
2024,720678.627682,979050.7743
2025,738387.103261,995149.388462
2026,764348.982635,1018751.09698
2027,786016.57569,1038448.90885
2028,805703.762782,1056346.35166
2029,831644.014063,1079928.39828
2030,850779.966154,1097324.71837
2031,875806.215555,1120075.85418
2032,901422.453848,1143363.34354
2033,929835.331602,1169193.23241
2034,955287.291826,1192331.37807
2035,976019.658658,1211178.98428
2036,1004264.61568,1236856.21794
2037,1023817.22225,1254631.31481
2038,1052962.71488,1281127.21721
