year,Base case diesel consumed,Modeled diesel efficiency
2019,214530.8685,195028.062272
2020,216689.04024,196990.036582
2021,218838.649774,198944.227067
2022,220999.365497,200908.514088
2023,222738.91725,202489.924773
2024,224510.475913,204100.432649
2025,226499.11143,205908.283118
2026,228847.000789,208042.72799
2027,231863.296664,210784.815149
2028,234216.210111,212923.827374
2029,236935.616542,215396.015038
2030,239656.328494,217869.38954
2031,241935.418662,219941.289692
2032,244287.927872,222079.934429
2033,246640.671513,224218.792284
2034,248772.732246,226157.029315
2035,250904.79657,228095.269609
2036,252963.379265,229966.708423
2037,255316.015523,232105.468658
2038,257448.096548,234043.724134
