year,Base case cost,Modeled residential energy efficiency
2017,218108.263958,230719.558071
2018,233410.752694,243376.285327
2019,254834.236924,261421.685492
2020,265327.372057,269894.295963
2021,260889.971713,263882.358844
2022,266330.292453,267925.739609
2023,269678.182139,270161.087426
2024,272607.585615,272047.572213
2025,276373.961511,274679.484362
2026,280558.823619,277691.568447
2027,284325.199516,280353.68893
2028,274641.930779,269687.935117
2029,291439.465099,285356.425367
2030,293950.382363,286966.588812
2031,298553.730681,290414.7698
