year,Base case cost,Modeled solar power (pv)
2016,84064.8276435,88146.3053999
2017,103020.622112,106714.191755
2018,117443.509208,120823.698188
2019,137635.551142,140623.278941
2020,147525.530865,150278.683515
2021,154118.85068,156689.95312
2022,159475.92303,161886.614907
2023,162772.582937,165055.767625
2024,165657.160356,167821.621938
2025,169365.902752,171402.854916
2026,173486.727637,175393.344297
2027,177195.470033,178980.395315
2028,180080.047452,181757.378924
2029,184200.872337,185756.347175
2030,186673.367267,188131.999648
2031,191206.27464,192542.836873
2032,195739.182013,196956.41968
2033,200272.089386,201372.692137
2034,204804.996759,205791.599502
2035,208101.656667,208992.867663
