year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,40936.7493306,30293.1945046
2018,40936.7493306,30293.1945046
2019,40936.7493306,30293.1945046
2020,40936.7493306,30293.1945046
2021,40936.7493306,30293.1945046
2022,40936.7493306,30293.1945046
2023,40936.7493306,30293.1945046
2024,40936.7493306,30293.1945046
2025,40936.7493306,30293.1945046
2026,40936.7493306,30293.1945046
2027,40936.7493306,30293.1945046
2028,40936.7493306,30293.1945046
2029,40936.7493306,30293.1945046
2030,40936.7493306,30293.1945046
2031,40936.7493306,30293.1945046
