year,Base case diesel consumed,Modeled non-residential ashp
2017,5649.27140762,-6631.75341612
2018,5649.27140762,-6631.75341612
2019,5649.27140762,-6631.75341612
2020,5649.27140762,-6631.75341612
2021,5649.27140762,-6631.75341612
2022,5649.27140762,-6631.75341612
2023,5649.27140762,-6631.75341612
2024,5649.27140762,-6631.75341612
2025,5649.27140762,-6631.75341612
2026,5649.27140762,-6631.75341612
2027,5649.27140762,-6631.75341612
2028,5649.27140762,-6631.75341612
2029,5649.27140762,-6631.75341612
2030,5649.27140762,-6631.75341612
2031,5649.27140762,-6631.75341612
