year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,49111.79662,36342.7294988
2018,49111.79662,36342.7294988
2019,49111.79662,36342.7294988
2020,49111.79662,36342.7294988
2021,49111.79662,36342.7294988
2022,49111.79662,36342.7294988
2023,49111.79662,36342.7294988
2024,49111.79662,36342.7294988
2025,49111.79662,36342.7294988
2026,49111.79662,36342.7294988
2027,49111.79662,36342.7294988
2028,49111.79662,36342.7294988
2029,49111.79662,36342.7294988
2030,49111.79662,36342.7294988
2031,49111.79662,36342.7294988
