year,Base case cost,Modeled water and wastewater efficiency
2017,64022.9433236,51275.036628
2018,68121.4779101,53987.5123055
2019,73792.2608413,57794.150218
2020,76514.8930356,59558.0086751
2021,78352.2114212,60710.4520974
2022,79784.0657046,61584.1980763
2023,80715.3185562,62113.2109705
2024,81458.2641471,62514.4247037
2025,82404.7244828,63059.6603529
2026,83655.6591405,63818.9606171
2027,84609.0297409,64374.2647032
2028,85461.6558296,64862.1047173
2029,86559.1751299,65523.0714489
2030,87254.8629006,65907.4020919
2031,88525.4827475,66692.8069169
