year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,36872.55,5508.31,49111.8,21503.1
2018,37743.65,5506.25,49111.8,21503.1
2019,38430.3,5504.57,49111.8,21503.1
2020,39101.81,5502.8,49111.8,20571.38
2021,39897.48,5500.97,49111.8,20571.38
2022,41009.76,5498.33,49111.8,20571.38
2023,42263.93,5495.07,49111.8,19639.65
2024,43370.55,5492.39,49111.8,19639.65
2025,44239.05,5490.26,49111.8,19639.65
2026,44789.69,5488.88,49111.8,19639.65
2027,45500.16,5487.29,49111.8,19639.65
2028,46210.03,5485.55,49111.8,18707.93
2029,45657.7,5486.9,49111.8,18707.93
2030,45342.37,5487.57,49111.8,19639.65
2031,45421.23,5487.5,49111.8,19639.65
2032,46209.88,5485.41,49111.8,18707.93
2033,47235.21,5482.86,49111.8,18707.93
2034,48181.63,5480.57,49111.8,18707.93
2035,48812.57,5479.02,49111.8,17776.21
2036,49049.19,5478.49,49111.8,17776.21
2037,48891.45,5478.85,49111.8,17776.21
2038,48812.58,5479.03,49111.8,17776.21
2039,49049.19,5478.43,49111.8,17776.21
2040,49522.4,5477.31,49111.8,17776.21
