year,Base case cost,Modeled non-residential energy efficiency
2017,401298.903829,419108.44957
2018,430528.880223,444506.379146
2019,470894.08572,480224.817934
2020,490380.736649,496698.918831
2021,503603.821209,507424.421441
2022,514043.098492,515613.965141
2023,521002.616681,520624.038789
2024,526570.231233,524381.93044
2025,533529.749422,529457.641864
2026,542577.123068,536493.108
2027,549536.641257,541631.416476
2028,555800.207627,546157.232483
2029,563455.677635,551997.933183
2030,568327.340367,555296.657211
2031,577374.714013,562479.679642
