year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5508.30809837,3580.40026394
2018,5506.24780635,3579.06107413
2019,5504.57187903,3577.97172137
2020,5502.79959062,3576.81973391
2021,5500.96953954,3575.6302007
2022,5498.32946142,3573.91414992
2023,5495.07288821,3571.79737734
2024,5492.38827345,3570.05237774
2025,5490.26023174,3568.66915063
2026,5488.88337472,3567.77419357
2027,5487.2894758,3566.73815927
2028,5485.54704044,3565.60557629
2029,5486.89601482,3566.48240963
2030,5487.56932786,3566.92006311
2031,5487.49836615,3566.873938
