year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,392280
2004,,0,0,0,0,0,0
2005,,0,0,0,0,0,0
2006,,0,0,0,0,0,0
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,0
2010,,0,0,2392,0,0,94880
2011,,0,0,15799,0,0,365779
2012,,0,0,36406,0,0,425087
2013,,0,0,12650,0,0,175040
2014,start of forecast,0,0,21618,0,0,430382
2015,,0,0,23558,0,0,443442
2016,,0,0,19275,0,0,457725
2017,,0,0,21484,0,0,467516
2018,,0,0,21439,0,0,478561
2019,,0,0,20733,0,0,487267
2020,,0,0,21219,0,0,495781
2021,,0,0,21130,0,0,505870
2022,,0,0,21027,0,0,519973
2023,,0,0,21125,0,0,535875
2024,,0,0,21094,0,0,549906
2025,,0,0,21082,0,0,560918
2026,,0,0,21101,0,0,567899
2027,,0,0,21092,0,0,576908
2028,,0,0,21092,0,0,585908
2029,,0,0,21095,0,0,578905
2030,,0,0,21093,0,0,574907
2031,,0,0,21093,0,0,575907
2032,,0,0,21094,0,0,585906
2033,,0,0,21093,0,0,598907
2034,,0,0,21093,0,0,610907
2035,,0,0,21094,0,0,618906
2036,,0,0,21093,0,0,621907
2037,,0,0,21094,0,0,619906
2038,,0,0,21094,0,0,618906
2039,,0,0,21093,0,0,621907
2040,,0,0,21094,0,0,627906
