year,Base case diesel consumed,Modeled non-residential ashp
2017,12370.1168014,8659.08176471
2018,12370.1168014,8659.08176471
2019,12370.1168014,8659.08176471
2020,12370.1168014,8659.08176471
2021,12370.1168014,8659.08176471
2022,12370.1168014,8659.08176471
2023,12370.1168014,8659.08176471
2024,12370.1168014,8659.08176471
2025,12370.1168014,8659.08176471
2026,12370.1168014,8659.08176471
2027,12370.1168014,8659.08176471
2028,12370.1168014,8659.08176471
2029,12370.1168014,8659.08176471
2030,12370.1168014,8659.08176471
2031,12370.1168014,8659.08176471
