year,Base case cost,Modeled biomass for heat (cordwood)
2017,166438.612097,171625.261007
2018,177023.332097,179451.760087
2019,191430.312097,190104.494947
2020,197898.752097,194887.355496
2021,202309.052097,198148.39678
2022,205543.272097,200539.827054
2023,207895.432097,202279.049072
2024,209659.552097,203583.465586
2025,212011.712097,205322.687603
2026,214657.892097,207279.312374
2027,216716.032097,208801.131639
2028,218774.172097,210322.950905
2029,221126.332097,212062.172923
2030,222596.432097,213149.186684
2031,225536.632097,215323.214206
2032,,
2033,,
2034,,
2035,,
2036,,
