year,Base case diesel consumed,Modeled non-residential ashp
2017,29401.9831686,21939.7724803
2018,29401.9831686,21939.7724803
2019,29401.9831686,21939.7724803
2020,29401.9831686,21939.7724803
2021,29401.9831686,21939.7724803
2022,29401.9831686,21939.7724803
2023,29401.9831686,21939.7724803
2024,29401.9831686,21939.7724803
2025,29401.9831686,21939.7724803
2026,29401.9831686,21939.7724803
2027,29401.9831686,21939.7724803
2028,29401.9831686,21939.7724803
2029,29401.9831686,21939.7724803
2030,29401.9831686,21939.7724803
2031,29401.9831686,21939.7724803
