year,Base case cost,Modeled water and wastewater efficiency
2017,64941.8559441,48157.7967219
2018,72672.3957798,53621.676995
2019,83194.2740924,61058.4739165
2020,87919.7498552,64398.3951083
2021,91142.3006109,66676.0588281
2022,93505.1606643,68346.109253
2023,95223.0615761,69560.3149352
2024,96511.1664947,70470.746153
2025,98229.8949482,71685.5280257
2026,100164.884884,73053.148383
2027,101670.994249,74117.6337306
2028,103177.428861,75182.348324
2029,104897.734121,76398.2367995
2030,105975.046815,77159.6496515
2031,108125.939037,78679.8723655
