year,Base case cost,Modeled water and wastewater efficiency
2017,107703.009075,81680.7748179
2018,114278.902208,86186.2672171
2019,123339.354105,92439.6227918
2020,127611.475508,95332.2214149
2021,130641.800061,97355.1048317
2022,132783.152644,98756.0011146
2023,134390.553169,99784.22881
2024,135642.997615,100565.495534
2025,137074.520792,101474.897022
2026,139040.799865,102762.228043
2027,140478.122606,103680.289037
2028,141736.329953,104474.653354
2029,143526.3983,105644.695047
2030,144606.609051,106318.175244
2031,146399.080535,107494.012536
