year,Base case cost,Modeled diesel efficiency
2019,149977.221524,296274.746053
2020,159308.221061,301009.070931
2021,165680.549904,303141.548354
2022,170178.664381,303655.988653
2023,173938.780863,303583.30499
2024,176568.52485,302564.829594
2025,179573.94655,301967.781405
2026,184114.637834,302844.462137
2027,187126.738248,302407.715261
2028,189762.326111,301703.0988
2029,193956.559061,302488.102835
2030,196220.643408,301589.393574
2031,199994.117319,302132.160559
2032,204596.586717,303496.239423
2033,208756.591252,304524.170895
2034,213386.610349,306043.932651
2035,216039.729838,305829.544491
2036,220208.917607,307054.954477
2037,222862.037096,306962.232163
2038,227531.293642,308761.064422
