year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,39513.77,188941.4,86037.28,68189.24,147419.33,124896.7
2018,42640.18,203876.54,90312.31,71638.72,154857.02,131198.07
2019,46948.82,224462.83,96204.91,76390.54,165108.98,139883.74
2020,48978.59,234150.49,98977.9,78632.89,169933.43,143971.11
2021,50417.47,241012.58,100942.11,80224.33,173350.75,146866.33
2022,51433.76,245856.41,102328.6,81349.39,175762.97,148910.02
2023,52196.36,249489.29,103368.47,82194.19,177572.14,150442.78
2024,52790.09,252314.86,109292.96,82852.91,178979.27,156094.79
2025,53468.69,255544.08,110262.68,83605.83,180587.42,157497.32
2026,54401.25,259984.26,111596.05,84639.55,182798.63,159425.79
2027,55081.4,263213.48,112565.77,85396.72,184406.78,160828.32
2028,55676.69,266039.04,113414.27,86059.64,185813.91,162055.54
2029,56525.21,270075.57,114626.42,87001.19,187824.1,163808.7
2030,57035.95,272497.49,120753.1,87570.66,189030.21,169570.9
2031,57885.14,276534.01,122021.99,88513.94,191040.4,171374.15
2032,58818.56,280974.19,123417.77,89549.51,193251.6,173357.73
2033,59751.86,285414.37,124813.54,90584.66,195462.81,175341.31
2034,60685.14,289854.55,126209.32,91619.68,197674.01,177324.89
2035,61279.91,292680.12,127097.54,92280.64,199081.15,178587.17
2036,62212.99,297120.29,134238.8,93314.95,201292.35,185586.6
2037,62807.83,299945.86,135166.74,93976.03,202699.48,186883.94
2038,63740.64,304386.04,136624.93,95009.48,204910.69,188922.62
2039,64504.37,308018.92,137817.99,95856.39,206719.86,190590.63
2040,65606.12,313266.4,139541.3,97075.84,209333.1,192999.97
