year,Base case cost,Modeled biomass for heat (cordwood)
2017,282537.29764,304372.102984
2018,304870.86764,322114.304286
2019,335660.538432,346856.397535
2020,350147.418432,358151.730328
2021,360414.929225,365979.630273
2022,367664.580017,371330.868262
2023,373097.340017,375195.683775
2024,380873.269983,381628.602166
2025,385754.160775,385075.515215
2026,392456.790775,390042.496151
2027,397337.951567,393517.126713
2028,401609.92236,396500.996405
2029,407703.42236,401003.770291
2030,415193.972326,407336.967586
2031,421344.272326,411921.504843
2032,428116.563118,417034.891566
2033,434889.07391,422160.260604
2034,441654.62391,427290.155487
2035,445959.97391,430391.811534
2036,456906.453877,439724.808306
