year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,60361.0,49842.4062776
2018,60361.0,49842.4062776
2019,60362.0,49843.4062776
2020,60362.0,49843.4062776
2021,60363.0,49844.4062776
2022,60364.0,49845.4062776
2023,60364.0,49845.4062776
2024,60932.0,50413.4062776
2025,60933.0,50414.4062776
2026,60933.0,50414.4062776
2027,60934.0,50415.4062776
2028,60935.0,50416.4062776
2029,60935.0,50416.4062776
2030,61503.0,50984.4062776
2031,61503.0,50984.4062776
2032,61504.0,50985.4062776
2033,61505.0,50986.4062776
2034,61505.0,50986.4062776
2035,61505.0,50986.4062776
2036,62073.0,51554.4062776
