year,Base case diesel consumed,Modeled diesel efficiency
2019,37400.8033725,34000.7303386
2020,37484.2873086,34076.624826
2021,37484.2873086,34076.624826
2022,37484.2873086,34076.624826
2023,37567.7712447,34152.5193133
2024,37567.7712447,34152.5193133
2025,37567.7712447,34152.5193133
2026,37651.2551808,34228.4138007
2027,37651.2551808,34228.4138007
2028,37651.2551808,34228.4138007
2029,37734.7391169,34304.3082881
2030,37734.7391169,34304.3082881
2031,37734.7391169,34304.3082881
2032,37818.223053,34380.2027754
2033,37818.223053,34380.2027754
2034,37901.7069891,34456.0972628
2035,37901.7069891,34456.0972628
2036,37901.7069891,34456.0972628
2037,37901.7069891,34456.0972628
2038,37985.1909252,34531.9917502
