year,Base case cost,Modeled non-residential energy efficiency
2017,13803774.3812,12402298.1319
2018,14510169.328,13007489.7071
2019,15478192.0328,13846476.5085
2020,15975284.7732,14266226.572
2021,16289238.0828,14523269.7355
2022,16550865.8409,14734203.6086
2023,16707842.4957,14852371.4762
2024,16864819.1506,14971049.4533
2025,17021795.8054,15090225.584
2026,17231098.0119,15256532.3717
2027,17414237.4425,15399992.1466
2028,17571214.0974,15520593.7739
2029,17754353.528,15664970.5587
2030,17885167.407,15763145.6142
2031,18094469.6135,15931719.0173
