year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1523705.88605,1127542.35568
2018,1523705.88605,1127542.35568
2019,1523705.88605,1127542.35568
2020,1523705.88605,1127542.35568
2021,1523705.88605,1127542.35568
2022,1523705.88605,1127542.35568
2023,1523705.88605,1127542.35568
2024,1523705.88605,1127542.35568
2025,1523705.88605,1127542.35568
2026,1523705.88605,1127542.35568
2027,1523705.88605,1127542.35568
2028,1523705.88605,1127542.35568
2029,1523705.88605,1127542.35568
2030,1523705.88605,1127542.35568
2031,1523705.88605,1127542.35568
