year,Base case diesel consumed,Modeled non-residential ashp
2017,1523705.88605,1066594.12023
2018,1523705.88605,1066594.12023
2019,1523705.88605,1066594.12023
2020,1523705.88605,1066594.12023
2021,1523705.88605,1066594.12023
2022,1523705.88605,1066594.12023
2023,1523705.88605,1066594.12023
2024,1523705.88605,1066594.12023
2025,1523705.88605,1066594.12023
2026,1523705.88605,1066594.12023
2027,1523705.88605,1066594.12023
2028,1523705.88605,1066594.12023
2029,1523705.88605,1066594.12023
2030,1523705.88605,1066594.12023
2031,1523705.88605,1066594.12023
