year,Base case diesel consumed,Modeled non-residential ashp
2017,24248.0344536,11967.3870223
2018,24248.0344536,11967.3870223
2019,24248.0344536,11967.3870223
2020,24248.0344536,11967.3870223
2021,26218.0651558,13937.4177245
2022,26218.0651558,13937.4177245
2023,26218.0651558,13937.4177245
2024,26218.0651558,13937.4177245
2025,26218.0651558,13937.4177245
2026,26218.0651558,13937.4177245
2027,28188.095858,15907.4484267
2028,28188.095858,15907.4484267
2029,28188.095858,15907.4484267
2030,28188.095858,15907.4484267
2031,28188.095858,15907.4484267
