year,Base case diesel consumed,Modeled residential ashp
2017,24248.0344536,11662.0927574
2018,24248.0344536,11662.0927574
2019,24248.0344536,11662.0927574
2020,24248.0344536,11662.0927574
2021,26218.0651558,13632.1234596
2022,26218.0651558,13632.1234596
2023,26218.0651558,13632.1234596
2024,26218.0651558,13632.1234596
2025,26218.0651558,13632.1234596
2026,26218.0651558,13632.1234596
2027,28188.095858,15602.1541618
2028,28188.095858,15602.1541618
2029,28188.095858,15602.1541618
2030,28188.095858,15602.1541618
2031,28188.095858,15602.1541618
