year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,54452.76,225859.02,104839.59,17695.91,157097.34,95762.44
2018,57910.72,240186.44,109244.67,18545.71,164534.33,100295.83
2019,62457.36,259016.76,115034.2,19660.36,174308.66,106254.01
2020,64620.32,268022.57,117803.11,20203.72,178983.34,109103.57
2021,65987.75,273753.54,129279.2,20557.45,181958.14,115538.47
2022,67058.88,278256.45,130776.14,20838.2,184295.48,117022.62
2023,67733.93,281121.93,131728.73,21022.68,185782.87,117967.07
2024,68307.97,283578.06,132545.24,21184.83,187057.79,118776.61
2025,69075.29,286852.9,133633.92,21399.2,188757.67,119855.99
2026,69840.69,290127.74,134722.6,21615.17,190457.55,120935.37
2027,70604.54,293402.58,146016.16,21832.41,192157.44,126895.34
2028,71170.45,295858.71,146894.03,22001.42,193432.35,127737.25
2029,71929.25,299133.55,148064.51,22222.9,195132.23,128859.81
2030,72392.09,301180.32,148796.06,22371.31,196194.66,129561.4
2031,73252.26,304864.52,150112.85,22614.48,198107.03,130824.28
2032,,,161856.34,,,137021.71
2033,,,163265.16,,,138333.16
2034,,,164830.52,,,139790.32
2035,,,165613.2,,,140518.9
2036,,,167178.55,,,141976.06
