year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,511854.73,2451.11,134388.83,131413.28
2018,508513.72,2472.44,134388.83,133106.53
2019,530767.06,2480.28,134388.83,133670.95
2020,516628.5,2488.5,134388.83,134235.36
2021,518219.76,2499.69,134388.83,135364.2
2022,521649.55,2502.05,134388.83,135364.2
2023,518749.27,2501.03,134388.83,135364.2
2024,519706.19,2493.07,134388.83,134799.78
2025,520229.45,2486.59,134388.83,134235.36
2026,519756.08,2482.38,134388.83,134235.36
2027,519980.57,2484.94,134388.83,134235.36
2028,519933.15,2487.52,134388.83,134235.36
2029,520751.04,2440.21,134388.83,130284.45
2030,521554.92,2404.39,134388.83,127462.37
2031,521968.59,2381.75,134388.83,125769.12
