year,Base case cost,Modeled non-residential energy efficiency
2017,741001.282116,820169.754653
2018,785419.445306,857844.690525
2019,844643.662893,909705.331264
2020,874255.771687,933512.783366
2021,893997.177549,948036.327786
2022,910448.349101,959530.817674
2023,920319.052032,964865.298288
2024,928544.637808,968730.422312
2025,940060.457894,975816.896509
2026,953221.395136,984558.237004
2027,963092.098067,990259.389198
2028,972962.800998,996046.901629
2029,984478.621085,1003483.06135
2030,991059.089705,1006308.6486
2031,1004220.02695,1015471.9081
