year,Base case diesel consumed,Modeled residential ashp
2017,37091.3383732,-94321.944533
2018,37569.256992,-93844.0259142
2019,37728.5631982,-93684.719708
2020,37887.8694045,-93525.4135017
2021,38206.481817,-93206.8010892
2022,38206.481817,-93206.8010892
2023,38206.481817,-93206.8010892
2024,38047.1756107,-93366.1072955
2025,37887.8694045,-93525.4135017
2026,37887.8694045,-93525.4135017
2027,37887.8694045,-93525.4135017
2028,37887.8694045,-93525.4135017
2029,36772.7259607,-94640.5569455
2030,35976.1949295,-95437.0879768
2031,35498.2763107,-95915.0065955
